date,nhs_name,sgtf,other,perc,t,n
2020-11-24,South East,319,401,0.44305555555555554,55,720
2020-11-24,South West,16,183,0.08040201005025126,55,199
2020-11-25,East of England,130,324,0.28634361233480177,56,454
2020-11-25,London,402,723,0.35733333333333334,56,1125
2020-11-25,Midlands,88,2025,0.0416469474680549,56,2113
2020-11-25,North East and Yorkshire,60,1584,0.0364963503649635,56,1644
2020-11-25,North West,37,1188,0.030204081632653063,56,1225
2020-11-25,South East,420,413,0.5042016806722689,56,833
2020-11-25,South West,23,185,0.11057692307692307,56,208
2020-11-26,East of England,157,325,0.3257261410788382,57,482
2020-11-26,London,385,608,0.3877139979859013,57,993
2020-11-26,Midlands,88,1746,0.04798255179934569,57,1834
2020-11-26,North East and Yorkshire,48,1371,0.03382663847780127,57,1419
2020-11-26,North West,17,991,0.016865079365079364,57,1008
2020-11-26,South East,384,391,0.49548387096774194,57,775
2020-11-26,South West,28,202,0.12173913043478261,57,230
2020-11-27,East of England,146,317,0.31533477321814257,58,463
2020-11-27,London,462,656,0.41323792486583183,58,1118
2020-11-27,Midlands,54,1570,0.0332512315270936,58,1624
2020-11-27,North East and Yorkshire,72,1223,0.055598455598455596,58,1295
2020-11-27,North West,26,917,0.027571580063626724,58,943
2020-11-27,South East,515,443,0.5375782881002088,58,958
2020-11-27,South West,15,197,0.07075471698113207,58,212
2020-11-28,East of England,81,178,0.3127413127413127,59,259
2020-11-28,London,342,530,0.3922018348623853,59,872
2020-11-28,Midlands,77,1249,0.058069381598793365,59,1326
2020-11-28,North East and Yorkshire,47,973,0.04607843137254902,59,1020
2020-11-28,North West,17,777,0.021410579345088162,59,794
2020-11-28,South East,385,324,0.5430183356840621,59,709
2020-11-28,South West,23,117,0.16428571428571428,59,140
2020-11-29,East of England,116,173,0.4013840830449827,60,289
2020-11-29,London,351,528,0.3993174061433447,60,879
2020-11-29,Midlands,62,1189,0.0495603517186251,60,1251
2020-11-29,North East and Yorkshire,34,973,0.033763654419066536,60,1007
2020-11-29,North West,22,660,0.03225806451612903,60,682
2020-11-29,South East,432,262,0.622478386167147,60,694
2020-11-29,South West,18,129,0.12244897959183673,60,147
2020-11-30,East of England,270,389,0.40971168437025796,61,659
2020-11-30,London,621,807,0.43487394957983194,61,1428
2020-11-30,Midlands,121,1833,0.06192425793244626,61,1954
2020-11-30,North East and Yorkshire,74,1525,0.046278924327704814,61,1599
2020-11-30,North West,24,1183,0.01988400994200497,61,1207
2020-11-30,South East,650,403,0.6172839506172839,61,1053
2020-11-30,South West,28,181,0.1339712918660287,61,209
2020-12-01,East of England,249,375,0.39903846153846156,62,624
2020-12-01,London,650,679,0.4890895410082769,62,1329
2020-12-01,Midlands,136,1612,0.07780320366132723,62,1748
2020-12-01,North East and Yorkshire,69,1275,0.05133928571428571,62,1344
2020-12-01,North West,28,1000,0.027237354085603113,62,1028
2020-12-01,South East,568,452,0.5568627450980392,62,1020
2020-12-01,South West,25,155,0.1388888888888889,62,180
2020-12-02,East of England,280,337,0.4538087520259319,63,617
2020-12-02,London,701,732,0.4891835310537334,63,1433
2020-12-02,Midlands,152,1522,0.0908004778972521,63,1674
2020-12-02,North East and Yorkshire,86,1210,0.06635802469135803,63,1296
2020-12-02,North West,37,887,0.04004329004329004,63,924
2020-12-02,South East,659,442,0.5985467756584922,63,1101
2020-12-02,South West,18,129,0.12244897959183673,63,147
2020-12-03,East of England,267,324,0.4517766497461929,64,591
2020-12-03,London,624,604,0.50814332247557,64,1228
2020-12-03,Midlands,128,1476,0.0798004987531172,64,1604
2020-12-03,North East and Yorkshire,72,1036,0.06498194945848375,64,1108
2020-12-03,North West,31,829,0.03604651162790698,64,860
2020-12-03,South East,657,385,0.6305182341650671,64,1042
2020-12-03,South West,25,150,0.14285714285714285,64,175
2020-12-04,East of England,252,252,0.5,65,504
2020-12-04,London,536,448,0.5447154471544715,65,984
2020-12-04,Midlands,135,1426,0.08648302370275464,65,1561
2020-12-04,North East and Yorkshire,81,814,0.09050279329608939,65,895
2020-12-04,North West,40,810,0.047058823529411764,65,850
2020-12-04,South East,626,405,0.6071774975751697,65,1031
2020-12-04,South West,32,172,0.1568627450980392,65,204
2020-12-05,East of England,354,281,0.5574803149606299,66,635
2020-12-05,London,790,617,0.5614783226723525,66,1407
2020-12-05,Midlands,136,1248,0.09826589595375723,66,1384
2020-12-05,North East and Yorkshire,51,701,0.0678191489361702,66,752
2020-12-05,North West,43,650,0.06204906204906205,66,693
2020-12-05,South East,791,357,0.6890243902439024,66,1148
2020-12-05,South West,29,114,0.20279720279720279,66,143
2020-12-06,East of England,446,322,0.5807291666666666,67,768
2020-12-06,London,907,710,0.5609152752009895,67,1617
2020-12-06,Midlands,160,1314,0.10854816824966079,67,1474
2020-12-06,North East and Yorkshire,80,712,0.10101010101010101,67,792
2020-12-06,North West,36,734,0.046753246753246755,67,770
2020-12-06,South East,861,382,0.6926790024135157,67,1243
2020-12-06,South West,33,116,0.2214765100671141,67,149
2020-12-07,East of England,665,351,0.6545275590551181,68,1016
2020-12-07,London,1315,871,0.601555352241537,68,2186
2020-12-07,Midlands,251,1814,0.1215496368038741,68,2065
2020-12-07,North East and Yorkshire,125,1175,0.09615384615384616,68,1300
2020-12-07,North West,77,1037,0.06912028725314183,68,1114
2020-12-07,South East,1340,563,0.7041513399894903,68,1903
2020-12-07,South West,69,201,0.25555555555555554,68,270
2020-12-08,East of England,655,318,0.6731757451181911,69,973
2020-12-08,London,1121,632,0.6394751853964632,69,1753
2020-12-08,Midlands,235,1561,0.13084632516703787,69,1796
2020-12-08,North East and Yorkshire,108,1019,0.09582963620230701,69,1127
2020-12-08,North West,74,872,0.07822410147991543,69,946
2020-12-08,South East,1202,466,0.7206235011990407,69,1668
2020-12-08,South West,65,156,0.29411764705882354,69,221
2020-12-09,East of England,702,327,0.6822157434402333,70,1029
2020-12-09,London,1449,728,0.6655948553054662,70,2177
2020-12-09,Midlands,305,1687,0.15311244979919678,70,1992
2020-12-09,North East and Yorkshire,117,1052,0.10008554319931566,70,1169
2020-12-09,North West,75,934,0.07433102081268583,70,1009
2020-12-09,South East,1144,438,0.7231352718078382,70,1582
2020-12-09,South West,77,189,0.2894736842105263,70,266
2020-12-10,East of England,438,204,0.6822429906542056,71,642
2020-12-10,London,998,533,0.6518615284128021,71,1531
2020-12-10,Midlands,326,1582,0.1708595387840671,71,1908
2020-12-10,North East and Yorkshire,136,940,0.12639405204460966,71,1076
2020-12-10,North West,117,939,0.11079545454545454,71,1056
2020-12-10,South East,939,399,0.7017937219730942,71,1338
2020-12-10,South West,76,180,0.296875,71,256
2020-12-11,East of England,807,361,0.6909246575342466,72,1168
2020-12-11,London,2103,869,0.7076043068640646,72,2972
2020-12-11,Midlands,354,1622,0.1791497975708502,72,1976
2020-12-11,North East and Yorkshire,162,953,0.1452914798206278,72,1115
2020-12-11,North West,125,851,0.12807377049180327,72,976
2020-12-11,South East,1478,509,0.7438349270256668,72,1987
2020-12-11,South West,69,170,0.28870292887029286,72,239
2020-12-12,East of England,943,387,0.7090225563909774,73,1330
2020-12-12,London,2386,955,0.7141574378928465,73,3341
2020-12-12,Midlands,348,1275,0.2144177449168207,73,1623
2020-12-12,North East and Yorkshire,145,804,0.15279241306638566,73,949
2020-12-12,North West,109,744,0.12778429073856976,73,853
2020-12-12,South East,1637,454,0.7828790052606408,73,2091
2020-12-12,South West,54,140,0.27835051546391754,73,194
2020-12-13,East of England,1223,391,0.7577447335811648,74,1614
2020-12-13,London,3114,1030,0.7514478764478765,74,4144
2020-12-13,Midlands,411,1213,0.25307881773399016,74,1624
2020-12-13,North East and Yorkshire,177,837,0.17455621301775148,74,1014
2020-12-13,North West,120,779,0.13348164627363737,74,899
2020-12-13,South East,1999,562,0.7805544709098009,74,2561
2020-12-13,South West,70,162,0.3017241379310345,74,232
2020-12-14,East of England,1502,544,0.7341153470185728,75,2046
2020-12-14,London,4044,1219,0.7683830514915447,75,5263
2020-12-14,Midlands,698,2029,0.25595892922625596,75,2727
2020-12-14,North East and Yorkshire,291,1243,0.1897001303780965,75,1534
2020-12-14,North West,243,1230,0.164969450101833,75,1473
2020-12-14,South East,2542,667,0.7921470863197257,75,3209
2020-12-14,South West,125,212,0.37091988130563797,75,337
2020-12-15,East of England,1437,358,0.8005571030640668,76,1795
2020-12-15,London,4295,1171,0.7857665568971826,76,5466
2020-12-15,Midlands,672,1772,0.27495908346972175,76,2444
2020-12-15,North East and Yorkshire,309,1135,0.21398891966759004,76,1444
2020-12-15,North West,273,1019,0.21130030959752322,76,1292
2020-12-15,South East,2228,583,0.7926004980434009,76,2811
2020-12-15,South West,142,196,0.42011834319526625,76,338
2020-12-16,East of England,1015,246,0.8049167327517843,77,1261
2020-12-16,London,4318,1129,0.7927299430879383,77,5447
2020-12-16,Midlands,473,974,0.32688320663441606,77,1447
2020-12-16,North East and Yorkshire,308,1017,0.23245283018867924,77,1325
2020-12-16,North West,289,1059,0.21439169139465875,77,1348
2020-12-16,South East,2116,555,0.7922126544365407,77,2671
2020-12-16,South West,167,215,0.43717277486910994,77,382
2020-12-17,East of England,1111,214,0.8384905660377359,78,1325
2020-12-17,London,4090,942,0.8127980922098569,78,5032
2020-12-17,Midlands,276,519,0.3471698113207547,78,795
2020-12-17,North East and Yorkshire,303,808,0.2727272727272727,78,1111
2020-12-17,North West,276,884,0.23793103448275862,78,1160
2020-12-17,South East,1788,378,0.8254847645429363,78,2166
2020-12-17,South West,123,179,0.40728476821192056,78,302
2020-12-18,East of England,937,189,0.8321492007104796,79,1126
2020-12-18,London,2326,531,0.8141407070353518,79,2857
2020-12-18,Midlands,251,493,0.33736559139784944,79,744
2020-12-18,North East and Yorkshire,195,382,0.3379549393414211,79,577
2020-12-18,North West,311,978,0.24127230411171452,79,1289
2020-12-18,South East,1559,490,0.7608589555880918,79,2049
2020-12-18,South West,140,193,0.42042042042042044,79,333
2020-12-19,East of England,1075,222,0.8288357748650732,80,1297
2020-12-19,London,2177,481,0.8190368698269376,80,2658
2020-12-19,Midlands,441,661,0.40018148820326677,80,1102
2020-12-19,North East and Yorkshire,170,451,0.27375201288244766,80,621
2020-12-19,North West,148,408,0.26618705035971224,80,556
2020-12-19,South East,1245,222,0.8486707566462167,80,1467
2020-12-19,South West,93,115,0.44711538461538464,80,208
2020-12-20,East of England,1615,307,0.840270551508845,81,1922
2020-12-20,London,2377,419,0.850143061516452,81,2796
2020-12-20,Midlands,347,520,0.4002306805074971,81,867
2020-12-20,North East and Yorkshire,484,906,0.34820143884892085,81,1390
2020-12-20,North West,343,813,0.2967128027681661,81,1156
2020-12-20,South East,2244,527,0.8098159509202454,81,2771
2020-12-20,South West,236,184,0.5619047619047619,81,420
2020-12-21,East of England,1625,254,0.8648217136774881,82,1879
2020-12-21,London,2304,403,0.8511267085334319,82,2707
2020-12-21,Midlands,1024,1222,0.45592163846838824,82,2246
2020-12-21,North East and Yorkshire,650,1362,0.3230616302186879,82,2012
2020-12-21,North West,594,1027,0.36644046884639114,82,1621
2020-12-21,South East,1615,330,0.8303341902313625,82,1945
2020-12-21,South West,240,250,0.4897959183673469,82,490
2020-12-22,East of England,1884,373,0.8347363757199823,83,2257
2020-12-22,London,2027,338,0.8570824524312897,83,2365
2020-12-22,Midlands,1182,1189,0.4985238296077604,83,2371
2020-12-22,North East and Yorkshire,769,1483,0.34147424511545293,83,2252
2020-12-22,North West,521,1008,0.3407455853499019,83,1529
2020-12-22,South East,1363,218,0.8621125869702719,83,1581
2020-12-22,South West,71,85,0.4551282051282051,83,156
2020-12-23,East of England,1255,176,0.8770090845562544,84,1431
2020-12-23,London,1676,269,0.8616966580976864,84,1945
2020-12-23,Midlands,1063,960,0.5254572417202175,84,2023
2020-12-23,North East and Yorkshire,758,1100,0.40796555435952636,84,1858
2020-12-23,North West,489,826,0.37186311787072246,84,1315
2020-12-23,South East,1742,377,0.8220858895705522,84,2119
2020-12-23,South West,482,431,0.5279299014238773,84,913
2020-12-24,East of England,1810,241,0.8824963432471965,85,2051
2020-12-24,London,4185,598,0.8749738657746184,85,4783
2020-12-24,Midlands,1048,843,0.5542041248016922,85,1891
2020-12-24,North East and Yorkshire,597,833,0.41748251748251747,85,1430
2020-12-24,North West,618,928,0.3997412677878396,85,1546
2020-12-24,South East,2920,467,0.8621198700915265,85,3387
2020-12-24,South West,370,267,0.5808477237048666,85,637
2020-12-25,East of England,1217,213,0.8510489510489511,86,1430
2020-12-25,London,2801,402,0.8744926631283172,86,3203
2020-12-25,Midlands,610,548,0.5267702936096719,86,1158
2020-12-25,North East and Yorkshire,283,400,0.4143484626647145,86,683
2020-12-25,North West,265,266,0.4990583804143126,86,531
2020-12-25,South East,1170,182,0.8653846153846154,86,1352
2020-12-25,South West,6,3,0.6666666666666666,86,9
2020-12-26,East of England,2518,324,0.8859957776213934,87,2842
2020-12-26,London,5006,553,0.9005216765605325,87,5559
2020-12-26,Midlands,1488,925,0.6166597596353087,87,2413
2020-12-26,North East and Yorkshire,867,962,0.4740295243302351,87,1829
2020-12-26,North West,570,683,0.45490822027134875,87,1253
2020-12-26,South East,3169,414,0.8844543678481719,87,3583
2020-12-26,South West,39,38,0.5064935064935064,87,77
2020-12-27,East of England,2125,295,0.878099173553719,88,2420
2020-12-27,London,4923,582,0.8942779291553133,88,5505
2020-12-27,Midlands,1667,1068,0.6095063985374771,88,2735
2020-12-27,North East and Yorkshire,1148,1146,0.5004359197907585,88,2294
2020-12-27,North West,861,959,0.47307692307692306,88,1820
2020-12-27,South East,2957,407,0.879013079667063,88,3364
2020-12-27,South West,351,219,0.6157894736842106,88,570
2020-12-28,East of England,988,137,0.8782222222222222,89,1125
2020-12-28,London,1643,178,0.9022515101592532,89,1821
2020-12-28,Midlands,1554,792,0.6624040920716112,89,2346
2020-12-28,North East and Yorkshire,1165,1183,0.49616695059625215,89,2348
2020-12-28,North West,914,872,0.5117581187010078,89,1786
2020-12-28,South East,1627,230,0.8761443187937533,89,1857
2020-12-28,South West,286,138,0.6745283018867925,89,424
2020-12-29,East of England,2812,354,0.8881869867340493,90,3166
2020-12-29,London,3500,392,0.8992805755395683,90,3892
2020-12-29,Midlands,2998,1458,0.6728007181328546,90,4456
2020-12-29,North East and Yorkshire,2233,1748,0.5609143431298669,90,3981
2020-12-29,North West,2134,1807,0.5414869322506978,90,3941
2020-12-29,South East,3629,493,0.8803978651140223,90,4122
2020-12-29,South West,544,257,0.6791510611735331,90,801
2020-12-30,East of England,1795,171,0.9130213631739573,91,1966
2020-12-30,London,5135,546,0.9038901601830663,91,5681
2020-12-30,Midlands,2890,1305,0.6889153754469607,91,4195
2020-12-30,North East and Yorkshire,2152,1827,0.5408394068861523,91,3979
2020-12-30,North West,2680,2133,0.556825264907542,91,4813
2020-12-30,South East,3563,318,0.918062355063128,91,3881
2020-12-30,South West,558,266,0.6771844660194175,91,824
2020-12-31,East of England,1331,126,0.9135209334248455,92,1457
2020-12-31,London,5311,445,0.9226893676164003,92,5756
2020-12-31,Midlands,2694,1001,0.7290933694181326,92,3695
2020-12-31,North East and Yorkshire,1551,1193,0.5652332361516035,92,2744
2020-12-31,North West,1606,1064,0.601498127340824,92,2670
2020-12-31,South East,2555,198,0.9280784598619688,92,2753
2020-12-31,South West,502,263,0.6562091503267974,92,765
2021-01-01,East of England,2194,247,0.8988119623105285,93,2441
2021-01-01,London,2961,255,0.9207089552238806,93,3216
2021-01-01,Midlands,1944,820,0.703328509406657,93,2764
2021-01-01,North East and Yorkshire,1063,741,0.5892461197339246,93,1804
2021-01-01,North West,1123,776,0.5913638757240653,93,1899
2021-01-01,South East,1971,173,0.9193097014925373,93,2144
2021-01-01,South West,377,124,0.7524950099800399,93,501
2021-01-02,East of England,2414,244,0.908201655379985,94,2658
2021-01-02,London,6663,522,0.9273486430062631,94,7185
2021-01-02,Midlands,3501,1241,0.7382960776043863,94,4742
2021-01-02,North East and Yorkshire,2078,1412,0.5954154727793697,94,3490
2021-01-02,North West,2164,1387,0.6094058011827654,94,3551
2021-01-02,South East,3999,327,0.9244105409153953,94,4326
2021-01-02,South West,636,279,0.6950819672131148,94,915
2021-01-03,East of England,1396,116,0.9232804232804233,95,1512
2021-01-03,London,3080,230,0.9305135951661632,95,3310
2021-01-03,Midlands,2604,813,0.762071992976295,95,3417
2021-01-03,North East and Yorkshire,1957,1175,0.6248403575989783,95,3132
2021-01-03,North West,2397,1523,0.6114795918367347,95,3920
2021-01-03,South East,2030,166,0.924408014571949,95,2196
2021-01-03,South West,530,188,0.7381615598885793,95,718
2021-01-04,East of England,1665,176,0.9043997827267789,96,1841
2021-01-04,London,3935,214,0.9484213063388769,96,4149
2021-01-04,Midlands,3915,1086,0.7828434313137372,96,5001
2021-01-04,North East and Yorkshire,2898,1464,0.6643741403026134,96,4362
2021-01-04,North West,3123,1746,0.6414048059149723,96,4869
2021-01-04,South East,2701,218,0.9253168893456664,96,2919
2021-01-04,South West,835,274,0.7529305680793508,96,1109
2021-01-05,East of England,1709,155,0.9168454935622318,97,1864
2021-01-05,London,4012,239,0.9437779346036227,97,4251
2021-01-05,Midlands,3318,896,0.7873754152823921,97,4214
2021-01-05,North East and Yorkshire,2093,1062,0.663391442155309,97,3155
2021-01-05,North West,3081,1558,0.6641517568441474,97,4639
2021-01-05,South East,3277,280,0.9212819791959517,97,3557
2021-01-05,South West,787,250,0.7589199614271939,97,1037
2021-01-06,East of England,1371,127,0.9152202937249666,98,1498
2021-01-06,London,3703,231,0.9412811387900356,98,3934
2021-01-06,Midlands,4080,960,0.8095238095238095,98,5040
2021-01-06,North East and Yorkshire,1995,924,0.6834532374100719,98,2919
2021-01-06,North West,2850,1414,0.6683864915572233,98,4264
2021-01-06,South East,2335,177,0.9295382165605095,98,2512
2021-01-06,South West,370,90,0.8043478260869565,98,460
2021-01-07,East of England,1707,160,0.914301017675415,99,1867
2021-01-07,London,2984,169,0.9464002537266096,99,3153
2021-01-07,Midlands,3618,923,0.7967408059898701,99,4541
2021-01-07,North East and Yorkshire,1956,877,0.6904341687257325,99,2833
2021-01-07,North West,2910,1431,0.6703524533517623,99,4341
2021-01-07,South East,2370,179,0.929776382895253,99,2549
2021-01-07,South West,501,170,0.7466467958271237,99,671
2021-01-08,East of England,1642,121,0.9313669880884855,100,1763
2021-01-08,London,3018,177,0.94460093896713615,100,3195
2021-01-08,Midlands,3479,766,0.8195524146054182,100,4245
2021-01-08,North East and Yorkshire,1509,694,0.6849750340444848,100,2203
2021-01-08,North West,2862,1193,0.7057953144266338,100,4055
2021-01-08,South East,2658,201,0.9296956977964324,100,2859
2021-01-08,South West,425,106,0.800376647834275,100,531
2021-01-09,East of England,1396,115,0.9238914626075446,101,1511
2021-01-09,London,2204,113,0.9512300388433319,101,2317
2021-01-09,Midlands,3041,633,0.8277082199237887,101,3674
2021-01-09,North East and Yorkshire,1446,647,0.6908743430482561,101,2093
2021-01-09,North West,2696,1019,0.725706594885599,101,3715
2021-01-09,South East,1798,134,0.9306418219461697,101,1932
2021-01-09,South West,365,78,0.8239277652370203,101,443
2021-01-10,East of England,1317,83,0.9407142857142857,102,1400
2021-01-10,London,2110,122,0.9453405017921147,102,2232
2021-01-10,Midlands,2939,653,0.8182071269487751,102,3592
2021-01-10,North East and Yorkshire,1459,529,0.7339034205231388,102,1988
2021-01-10,North West,2836,989,0.7414379084967321,102,3825
2021-01-10,South East,1591,150,0.9138426191843768,102,1741
2021-01-10,South West,246,43,0.8512110726643599,102,289
2021-01-11,East of England,1768,126,0.9334741288278775,103,1894
2021-01-11,London,2304,108,0.9552238805970149,103,2412
2021-01-11,Midlands,4772,953,0.8335371179039301,103,5725
2021-01-11,North East and Yorkshire,2446,827,0.7473266116712496,103,3273
2021-01-11,North West,3944,1359,0.7437299641712238,103,5303
2021-01-11,South East,2291,188,0.9241629689390883,103,2479
2021-01-11,South West,665,139,0.8271144278606966,103,804
2021-01-12,East of England,1578,108,0.9359430604982206,104,1686
2021-01-12,London,2240,111,0.9527860484900043,104,2351
2021-01-12,Midlands,3811,708,0.8433281699491038,104,4519
2021-01-12,North East and Yorkshire,2025,643,0.7589955022488756,104,2668
2021-01-12,North West,3335,1062,0.7584716852399364,104,4397
2021-01-12,South East,1970,132,0.9372026641294006,104,2102
2021-01-12,South West,543,95,0.8510971786833855,104,638
2021-01-13,East of England,1266,75,0.9440715883668904,105,1341
2021-01-13,London,1790,87,0.9536494405966969,105,1877
2021-01-13,Midlands,2694,485,0.847436300723498,105,3179
2021-01-13,North East and Yorkshire,1718,546,0.758833922261484,105,2264
2021-01-13,North West,2914,812,0.7820719269994633,105,3726
2021-01-13,South East,2041,130,0.9401197604790419,105,2171
2021-01-13,South West,499,77,0.8663194444444444,105,576
2021-01-14,East of England,1256,68,0.9486404833836858,106,1324
2021-01-14,London,1539,75,0.9535315985130112,106,1614
2021-01-14,Midlands,2717,426,0.8644607063315304,106,3143
2021-01-14,North East and Yorkshire,1342,366,0.7857142857142857,106,1708
2021-01-14,North West,2808,768,0.785234899328859,106,3576
2021-01-14,South East,2213,114,0.9510098839707778,106,2327
2021-01-14,South West,509,72,0.8760757314974182,106,581
2021-01-15,East of England,1343,72,0.9491166077738515,107,1415
2021-01-15,London,2421,115,0.9546529968454258,107,2536
2021-01-15,Midlands,2682,424,0.8634900193174501,107,3106
2021-01-15,North East and Yorkshire,1683,466,0.7831549557933922,107,2149
2021-01-15,North West,2538,621,0.8034188034188035,107,3159
2021-01-15,South East,2261,106,0.9552175749894382,107,2367
2021-01-15,South West,380,56,0.8715596330275229,107,436
2021-01-16,East of England,962,42,0.9581673306772909,108,1004
2021-01-16,London,1867,79,0.9594039054470709,108,1946
2021-01-16,Midlands,1175,178,0.868440502586844,108,1353
2021-01-16,North East and Yorkshire,1185,260,0.8200692041522492,108,1445
2021-01-16,North West,2217,455,0.8297155688622755,108,2672
2021-01-16,South East,1500,94,0.9410288582183187,108,1594
2021-01-16,South West,64,8,0.8888888888888888,108,72
2021-01-17,East of England,141,7,0.9527027027027027,109,148
2021-01-17,London,51,2,0.9622641509433962,109,53
2021-01-17,Midlands,105,10,0.9130434782608695,109,115
2021-01-17,North East and Yorkshire,226,29,0.8862745098039215,109,255
2021-01-17,North West,107,25,0.8106060606060606,109,132
2021-01-17,South East,92,1,0.989247311827957,109,93
